ts,brand,category,idtype_count,device_cummulative_cnts,,,,,,
6/14/2021,Sharp,TV,27,10983,,,,,,
6/14/2021,SHARP,TV,1,1,,,,,,
6/14/2021,Skyworth,TV,6,18,,,,,,
6/14/2021,sof,TV,1,1,,,,,,
6/14/2021,Sony,TV,64,24764,,,,,,
6/14/2021,StrickerTCL,TV,1,1,,,,,,
6/14/2021,SureSoft-Browser-3.0,TV,2,2,,,,,,
6/14/2021,Sweeney,TV,1,1,,,,,,
6/14/2021,TCL,TV,17,42894,,,,,,
6/14/2021,TedsSharp,TV,1,1,,,,,,
6/14/2021,Temy,TV,1,1,,,,,,
6/14/2021,TimsHisense,TV,1,1,,,,,,
6/14/2021,TMM,TV,1,1,,,,,,
6/14/2021,Toshiba,TV,7,14309,,,,,,
6/14/2021,Troys,TV,1,1,,,,,,
6/14/2021,Ty,TV,1,1,,,,,,
6/14/2021,UMC-Sharp,TV,1,1,,,,,,
6/14/2021,Unspecified TV,TV,3,38,,,,,,
6/14/2021,Vestel,TV,1,1,,,,,,
6/14/2021,Vizio,TV,11,57172,,,,,,
6/14/2021,Westinghouse,TV,10,534,,,,,,
6/14/2021,Xiaomi,TV,1,3,,,,,,
6/14/2021,Yolandas,TV,1,1,,,,,,
6/14/2021,Amazon,Voice assistant,11,169952,,,,,,
6/14/2021,Clova,Voice assistant,1,29,,,,,,
6/14/2021,Google,Voice assistant,5,46590,,,,,,
6/14/2021,JBL,Voice assistant,1,327,,,,,,
6/14/2021,Samsung,Voice assistant,2,131,,,,,,
6/14/2021,Amazon,VoIP gateway,1,177,,,,,,
6/14/2021,AudioCodes,VoIP gateway,1,3,,,,,,
6/14/2021,Avaya,VoIP gateway,1,251,,,,,,
6/14/2021,Cisco,VoIP gateway,5,455,,,,,,
6/14/2021,Gigaset,VoIP gateway,1,2,,,,,,
6/14/2021,Google,VoIP gateway,1,2,,,,,,
6/14/2021,Grandstream,VoIP gateway,2,154,,,,,,
6/14/2021,Linksys,VoIP gateway,1,11,,,,,,
6/14/2021,Mitel,VoIP gateway,11,152,,,,,,
6/14/2021,Nettalk,VoIP gateway,1,3,,,,,,
6/14/2021,Ooma,VoIP gateway,1,519,,,,,,
6/14/2021,Panasonic,VoIP gateway,2,24,,,,,,
6/14/2021,Polycom,VoIP gateway,12,978,,,,,,
6/14/2021,Sangoma,VoIP gateway,1,6,,,,,,
6/14/2021,Snom,VoIP gateway,1,16,,,,,,
6/14/2021,T-Mobile,VoIP gateway,1,25,,,,,,
6/14/2021,V-Tech,VoIP gateway,1,5,,,,,,
6/14/2021,Vonage,VoIP gateway,2,230,,,,,,
6/14/2021,Yealink,VoIP gateway,33,634,,,,,,
6/14/2021,Bosch,Washer dryer,2,13,,,,,,
6/14/2021,LG,Washer dryer,2,268,,,,,,
6/14/2021,Miele,Washer dryer,1,73,,,,,,
6/14/2021,Samsung,Washer dryer,2,1128,,,,,,
6/14/2021,Whirlpool,Washer dryer,2,22,,,,,,
6/14/2021,Amazfit,Watch,3,3,,,,,,
6/14/2021,Apple,Watch,7,225365,,,,,,
6/14/2021,Doki,Watch,1,15,,,,,,
6/14/2021,Fitbit,Watch,1,374,,,,,,
6/14/2021,Little Genius,Watch,1,7,,,,,,
6/14/2021,Mobvoi,Watch,5,75,,,,,,
6/14/2021,Motorola,Watch,1,1,,,,,,
6/14/2021,Oppo,Watch,1,7,,,,,,
6/14/2021,Samsung,Watch,9,14832,,,,,,
6/14/2021,TickTalk,Watch,1,9,,,,,,
6/14/2021,Ticwatch,Watch,4,6,,,,,,
6/14/2021,Fitbit,Wearable & virtual reality,8,3064,,,,,,
6/14/2021,Fossil,Wearable & virtual reality,2,186,,,,,,
6/14/2021,Garmin,Wearable & virtual reality,5,2005,,,,,,
6/14/2021,Microsoft,Wearable & virtual reality,1,2,,,,,,
6/14/2021,Neebo,Wearable & virtual reality,1,1,,,,,,
6/14/2021,Oculus,Wearable & virtual reality,3,7562,,,,,,
6/14/2021,Whistle,Wearable & virtual reality,1,81,,,,,,
6/14/2021,AcuRite,Weather monitor,1,114,,,,,,
6/14/2021,Ambient,Weather monitor,1,241,,,,,,
6/14/2021,Bloomsky,Weather monitor,1,7,,,,,,
6/14/2021,BloomSky,Weather monitor,1,13,,,,,,
6/14/2021,Davis Instruments,Weather monitor,1,16,,,,,,
6/14/2021,La Crosse,Weather monitor,1,402,,,,,,
6/14/2021,Meteobridge,Weather monitor,1,4,,,,,,
6/14/2021,Netatmo,Weather monitor,1,139,,,,,,
6/14/2021,Onelink,Weather monitor,1,1,,,,,,
6/14/2021,WeatherFlow,Weather monitor,1,102,,,,,,
6/14/2021,Garmin,WiFi tracker,11,326,,,,,,
6/14/2021,Hammerhead,WiFi tracker,1,5,,,,,,
6/14/2021,Jiobit,WiFi tracker,1,36,,,,,,
6/14/2021,Pioneer,WiFi tracker,1,4,,,,,,
6/14/2021,Rand Mcnally,WiFi tracker,1,5,,,,,,
6/14/2021,Samsung,WiFi tracker,1,7,,,,,,
6/14/2021,TomTom,WiFi tracker,1,64,,,,,,
6/14/2021,Wahoo,WiFi tracker,2,230,,,,,,
6/14/2021,Whistle,WiFi tracker,1,205,,,,,,
